property,count
adSupported=1;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,573
adSupported=1;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,1228
adSupported=0;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,795
adSupported=1;year_bucket_range=[2014-2015];score_bucket_range=[4-5];,5
adSupported=0;year_bucket_range=[2012-2013];score_bucket_range=[4-5];,2
adSupported=0;year_bucket_range=[2014-2015];score_bucket_range=[0-1];,7
adSupported=1;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,72
adSupported=1;year_bucket_range=[2016-2017];score_bucket_range=[3-4];,8
adSupported=1;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,19
adSupported=0;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,31
adSupported=1;year_bucket_range=[2016-2017];score_bucket_range=[2-3];,3
adSupported=0;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,221
adSupported=0;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,4
adSupported=1;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,531
adSupported=1;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,24
adSupported=1;year_bucket_range=[2018-2019];score_bucket_range=[1-2];,7
adSupported=1;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,72
adSupported=1;year_bucket_range=[2018-2019];score_bucket_range=[2-3];,7
adSupported=0;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,11
adSupported=0;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,6
adSupported=0;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,332
adSupported=1;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,530
adSupported=1;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,1209
adSupported=1;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,27
adSupported=1;year_bucket_range=[2020-2021];score_bucket_range=[2-3];,6
adSupported=0;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,5
adSupported=1;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,11
adSupported=0;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,784
adSupported=0;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,4
adSupported=1;year_bucket_range=[2022-2023];score_bucket_range=[4-5];,16
adSupported=1;year_bucket_range=[2022-2023];score_bucket_range=[3-4];,2
adSupported=0;year_bucket_range=[2022-2023];score_bucket_range=[4-5];,6
adSupported=0;year_bucket_range=[2022-2023];score_bucket_range=[1-2];,2
adSupported=0;year_bucket_range=[2022-2023];score_bucket_range=[3-4];,3
adSupported=1;year_bucket_range=[2014-2015];score_bucket_range=[0-1];,3
adSupported=0;year_bucket_range=[2016-2017];score_bucket_range=[3-4];,3
adSupported=1;install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,14
adSupported=1;install_bucket_range=[500000-600000];price_bucket_range=[0-5];,10
adSupported=1;install_bucket_range=[0-100000];price_bucket_range=[0-5];,2456
adSupported=0;install_bucket_range=[0-100000];price_bucket_range=[0-5];,1376
adSupported=0;install_bucket_range=[0-100000];price_bucket_range=[5-10];,23
adSupported=1;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,69
adSupported=1;install_bucket_range=[5000000-5100000];price_bucket_range=[0-5];,5
adSupported=0;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,13
adSupported=0;install_bucket_range=[0-100000];price_bucket_range=[10-15];,5
adSupported=0;install_bucket_range=[0-100000];price_bucket_range=[15-20];,4
adSupported=1;install_bucket_range=[1000000-1100000];rating_bucket_range=[10000-20000];,4
adSupported=1;install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,8
adSupported=1;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,2458
adSupported=0;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,1411
adSupported=1;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,69
adSupported=1;install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];,8
adSupported=0;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,12
adSupported=1;install_bucket_range=[500000-600000];rating_bucket_range=[10000-20000];,2
adSupported=1;install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,10
adSupported=1;install_bucket_range=[500000-600000];score_bucket_range=[3-4];,3
adSupported=1;install_bucket_range=[0-100000];score_bucket_range=[4-5];,95
adSupported=0;install_bucket_range=[0-100000];score_bucket_range=[4-5];,22
adSupported=0;install_bucket_range=[0-100000];score_bucket_range=[0-1];,1370
adSupported=1;install_bucket_range=[0-100000];score_bucket_range=[0-1];,2319
adSupported=1;install_bucket_range=[100000-200000];score_bucket_range=[3-4];,14
adSupported=1;install_bucket_range=[1000000-1100000];score_bucket_range=[3-4];,4
adSupported=1;install_bucket_range=[0-100000];score_bucket_range=[3-4];,26
adSupported=1;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,22
adSupported=1;install_bucket_range=[0-100000];score_bucket_range=[2-3];,11
adSupported=1;install_bucket_range=[0-100000];score_bucket_range=[1-2];,7
adSupported=1;install_bucket_range=[5000000-5100000];score_bucket_range=[4-5];,5
adSupported=0;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,6
adSupported=1;install_bucket_range=[500000-600000];score_bucket_range=[4-5];,6
adSupported=1;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,25
adSupported=1;install_bucket_range=[100000-200000];score_bucket_range=[2-3];,6
adSupported=1;install_bucket_range=[100000-200000];score_bucket_range=[1-2];,2
adSupported=0;install_bucket_range=[0-100000];score_bucket_range=[3-4];,15
adSupported=0;install_bucket_range=[0-100000];score_bucket_range=[1-2];,3
adSupported=0;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,6
adSupported=1;price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,6
adSupported=1;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,2542
adSupported=0;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,1389
adSupported=0;price_bucket_range=[5-10];rating_bucket_range=[0-10000];,23
adSupported=1;price_bucket_range=[0-5];rating_bucket_range=[20000-30000];,2
adSupported=0;price_bucket_range=[10-15];rating_bucket_range=[0-10000];,5
adSupported=0;price_bucket_range=[15-20];rating_bucket_range=[0-10000];,4
adSupported=1;price_bucket_range=[0-5];score_bucket_range=[4-5];,139
adSupported=1;price_bucket_range=[0-5];score_bucket_range=[3-4];,47
adSupported=0;price_bucket_range=[0-5];score_bucket_range=[4-5];,28
adSupported=0;price_bucket_range=[5-10];score_bucket_range=[0-1];,22
adSupported=1;price_bucket_range=[0-5];score_bucket_range=[0-1];,2343
adSupported=0;price_bucket_range=[0-5];score_bucket_range=[0-1];,1345
adSupported=1;price_bucket_range=[0-5];score_bucket_range=[2-3];,17
adSupported=1;price_bucket_range=[0-5];score_bucket_range=[1-2];,9
adSupported=0;price_bucket_range=[0-5];score_bucket_range=[3-4];,13
adSupported=0;price_bucket_range=[10-15];score_bucket_range=[0-1];,4
adSupported=0;price_bucket_range=[0-5];score_bucket_range=[1-2];,3
adSupported=0;price_bucket_range=[15-20];score_bucket_range=[0-1];,3
adSupported=1;rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,6
adSupported=1;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,47
adSupported=1;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,126
adSupported=0;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,28
adSupported=0;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,1376
adSupported=1;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,2345
adSupported=1;rating_bucket_range=[0-10000];score_bucket_range=[2-3];,17
adSupported=1;rating_bucket_range=[0-10000];score_bucket_range=[1-2];,9
adSupported=1;rating_bucket_range=[20000-30000];score_bucket_range=[4-5];,2
adSupported=0;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,16
adSupported=0;rating_bucket_range=[0-10000];score_bucket_range=[1-2];,3
containsAds=1;year_bucket_range=[2014-2015];install_bucket_range=[1000000-1100000];,2
containsAds=1;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,3
containsAds=0;year_bucket_range=[2012-2013];install_bucket_range=[0-100000];,2
containsAds=0;year_bucket_range=[2014-2015];install_bucket_range=[0-100000];,7
containsAds=1;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,84
containsAds=1;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,14
containsAds=0;year_bucket_range=[2016-2017];install_bucket_range=[0-100000];,35
containsAds=1;year_bucket_range=[2016-2017];install_bucket_range=[500000-600000];,3
containsAds=0;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,232
containsAds=0;year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];,3
containsAds=1;year_bucket_range=[2018-2019];install_bucket_range=[0-100000];,590
containsAds=1;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,35
containsAds=1;year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];,4
containsAds=1;year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];,9
containsAds=1;year_bucket_range=[2018-2019];install_bucket_range=[5000000-5100000];,3
containsAds=0;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,340
containsAds=1;year_bucket_range=[2020-2021];install_bucket_range=[0-100000];,554
containsAds=1;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,1227
containsAds=1;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,17
containsAds=1;year_bucket_range=[2020-2021];install_bucket_range=[1000000-1100000];,2
containsAds=1;year_bucket_range=[2020-2021];install_bucket_range=[500000-600000];,2
containsAds=0;year_bucket_range=[2022-2023];install_bucket_range=[0-100000];,795
containsAds=0;year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];,3
containsAds=0;year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];,5
containsAds=1;year_bucket_range=[2014-2015];install_bucket_range=[100000-200000];,2
containsAds=1;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,9
containsAds=0;year_bucket_range=[2012-2013];price_bucket_range=[0-5];,3
containsAds=1;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,103
containsAds=0;year_bucket_range=[2016-2017];price_bucket_range=[0-5];,37
containsAds=0;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,229
containsAds=1;year_bucket_range=[2018-2019];price_bucket_range=[0-5];,641
containsAds=0;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,323
containsAds=1;year_bucket_range=[2020-2021];price_bucket_range=[0-5];,574
containsAds=1;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,1227
containsAds=0;year_bucket_range=[2020-2021];price_bucket_range=[10-15];,2
containsAds=0;year_bucket_range=[2022-2023];price_bucket_range=[0-5];,792
containsAds=0;year_bucket_range=[2020-2021];price_bucket_range=[5-10];,15
containsAds=0;year_bucket_range=[2014-2015];price_bucket_range=[0-5];,6
containsAds=0;year_bucket_range=[2018-2019];price_bucket_range=[5-10];,5
containsAds=0;year_bucket_range=[2020-2021];price_bucket_range=[15-20];,2
containsAds=1;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,5
containsAds=0;year_bucket_range=[2012-2013];rating_bucket_range=[0-10000];,3
containsAds=0;year_bucket_range=[2014-2015];rating_bucket_range=[0-10000];,8
containsAds=1;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,102
containsAds=0;year_bucket_range=[2016-2017];rating_bucket_range=[0-10000];,38
containsAds=0;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,237
containsAds=1;year_bucket_range=[2018-2019];rating_bucket_range=[0-10000];,635
containsAds=1;year_bucket_range=[2018-2019];rating_bucket_range=[10000-20000];,3
containsAds=0;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,343
containsAds=1;year_bucket_range=[2020-2021];rating_bucket_range=[0-10000];,573
containsAds=1;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,1228
containsAds=0;year_bucket_range=[2022-2023];rating_bucket_range=[0-10000];,795
containsAds=1;year_bucket_range=[2014-2015];score_bucket_range=[4-5];,5
containsAds=0;year_bucket_range=[2012-2013];score_bucket_range=[4-5];,2
containsAds=0;year_bucket_range=[2014-2015];score_bucket_range=[0-1];,7
containsAds=1;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,72
containsAds=1;year_bucket_range=[2016-2017];score_bucket_range=[3-4];,8
containsAds=1;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,19
containsAds=0;year_bucket_range=[2016-2017];score_bucket_range=[0-1];,31
containsAds=1;year_bucket_range=[2016-2017];score_bucket_range=[2-3];,3
containsAds=0;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,221
containsAds=0;year_bucket_range=[2016-2017];score_bucket_range=[4-5];,4
containsAds=1;year_bucket_range=[2018-2019];score_bucket_range=[0-1];,531
containsAds=1;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,24
containsAds=1;year_bucket_range=[2018-2019];score_bucket_range=[1-2];,7
containsAds=1;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,72
containsAds=1;year_bucket_range=[2018-2019];score_bucket_range=[2-3];,7
containsAds=0;year_bucket_range=[2018-2019];score_bucket_range=[4-5];,11
containsAds=0;year_bucket_range=[2018-2019];score_bucket_range=[3-4];,6
containsAds=0;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,332
containsAds=1;year_bucket_range=[2020-2021];score_bucket_range=[0-1];,530
containsAds=1;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,1209
containsAds=1;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,27
containsAds=1;year_bucket_range=[2020-2021];score_bucket_range=[2-3];,6
containsAds=0;year_bucket_range=[2020-2021];score_bucket_range=[4-5];,5
containsAds=1;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,11
containsAds=0;year_bucket_range=[2022-2023];score_bucket_range=[0-1];,784
containsAds=0;year_bucket_range=[2020-2021];score_bucket_range=[3-4];,4
containsAds=1;year_bucket_range=[2022-2023];score_bucket_range=[4-5];,16
containsAds=1;year_bucket_range=[2022-2023];score_bucket_range=[3-4];,2
containsAds=0;year_bucket_range=[2022-2023];score_bucket_range=[4-5];,6
containsAds=0;year_bucket_range=[2022-2023];score_bucket_range=[1-2];,2
containsAds=0;year_bucket_range=[2022-2023];score_bucket_range=[3-4];,3
containsAds=1;year_bucket_range=[2014-2015];score_bucket_range=[0-1];,3
containsAds=0;year_bucket_range=[2016-2017];score_bucket_range=[3-4];,3
containsAds=1;install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,14
containsAds=1;install_bucket_range=[500000-600000];price_bucket_range=[0-5];,10
containsAds=1;install_bucket_range=[0-100000];price_bucket_range=[0-5];,2456
containsAds=0;install_bucket_range=[0-100000];price_bucket_range=[0-5];,1376
containsAds=0;install_bucket_range=[0-100000];price_bucket_range=[5-10];,23
containsAds=1;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,69
containsAds=1;install_bucket_range=[5000000-5100000];price_bucket_range=[0-5];,5
containsAds=0;install_bucket_range=[100000-200000];price_bucket_range=[0-5];,13
containsAds=0;install_bucket_range=[0-100000];price_bucket_range=[10-15];,5
containsAds=0;install_bucket_range=[0-100000];price_bucket_range=[15-20];,4
containsAds=1;install_bucket_range=[1000000-1100000];rating_bucket_range=[10000-20000];,4
containsAds=1;install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,8
containsAds=1;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,2458
containsAds=0;install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,1411
containsAds=1;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,69
containsAds=1;install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];,8
containsAds=0;install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,12
containsAds=1;install_bucket_range=[500000-600000];rating_bucket_range=[10000-20000];,2
containsAds=1;install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,10
containsAds=1;install_bucket_range=[500000-600000];score_bucket_range=[3-4];,3
containsAds=1;install_bucket_range=[0-100000];score_bucket_range=[4-5];,95
containsAds=0;install_bucket_range=[0-100000];score_bucket_range=[4-5];,22
containsAds=0;install_bucket_range=[0-100000];score_bucket_range=[0-1];,1370
containsAds=1;install_bucket_range=[0-100000];score_bucket_range=[0-1];,2319
containsAds=1;install_bucket_range=[100000-200000];score_bucket_range=[3-4];,14
containsAds=1;install_bucket_range=[1000000-1100000];score_bucket_range=[3-4];,4
containsAds=1;install_bucket_range=[0-100000];score_bucket_range=[3-4];,26
containsAds=1;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,22
containsAds=1;install_bucket_range=[0-100000];score_bucket_range=[2-3];,11
containsAds=1;install_bucket_range=[0-100000];score_bucket_range=[1-2];,7
containsAds=1;install_bucket_range=[5000000-5100000];score_bucket_range=[4-5];,5
containsAds=0;install_bucket_range=[100000-200000];score_bucket_range=[4-5];,6
containsAds=1;install_bucket_range=[500000-600000];score_bucket_range=[4-5];,6
containsAds=1;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,25
containsAds=1;install_bucket_range=[100000-200000];score_bucket_range=[2-3];,6
containsAds=1;install_bucket_range=[100000-200000];score_bucket_range=[1-2];,2
containsAds=0;install_bucket_range=[0-100000];score_bucket_range=[3-4];,15
containsAds=0;install_bucket_range=[0-100000];score_bucket_range=[1-2];,3
containsAds=0;install_bucket_range=[100000-200000];score_bucket_range=[0-1];,6
containsAds=1;price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,6
containsAds=1;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,2542
containsAds=0;price_bucket_range=[0-5];rating_bucket_range=[0-10000];,1389
containsAds=0;price_bucket_range=[5-10];rating_bucket_range=[0-10000];,23
containsAds=1;price_bucket_range=[0-5];rating_bucket_range=[20000-30000];,2
containsAds=0;price_bucket_range=[10-15];rating_bucket_range=[0-10000];,5
containsAds=0;price_bucket_range=[15-20];rating_bucket_range=[0-10000];,4
containsAds=1;price_bucket_range=[0-5];score_bucket_range=[4-5];,139
containsAds=1;price_bucket_range=[0-5];score_bucket_range=[3-4];,47
containsAds=0;price_bucket_range=[0-5];score_bucket_range=[4-5];,28
containsAds=0;price_bucket_range=[5-10];score_bucket_range=[0-1];,22
containsAds=1;price_bucket_range=[0-5];score_bucket_range=[0-1];,2343
containsAds=0;price_bucket_range=[0-5];score_bucket_range=[0-1];,1345
containsAds=1;price_bucket_range=[0-5];score_bucket_range=[2-3];,17
containsAds=1;price_bucket_range=[0-5];score_bucket_range=[1-2];,9
containsAds=0;price_bucket_range=[0-5];score_bucket_range=[3-4];,13
containsAds=0;price_bucket_range=[10-15];score_bucket_range=[0-1];,4
containsAds=0;price_bucket_range=[0-5];score_bucket_range=[1-2];,3
containsAds=0;price_bucket_range=[15-20];score_bucket_range=[0-1];,3
containsAds=1;rating_bucket_range=[10000-20000];score_bucket_range=[4-5];,6
containsAds=1;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,47
containsAds=1;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,126
containsAds=0;rating_bucket_range=[0-10000];score_bucket_range=[4-5];,28
containsAds=0;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,1376
containsAds=1;rating_bucket_range=[0-10000];score_bucket_range=[0-1];,2345
containsAds=1;rating_bucket_range=[0-10000];score_bucket_range=[2-3];,17
containsAds=1;rating_bucket_range=[0-10000];score_bucket_range=[1-2];,9
containsAds=1;rating_bucket_range=[20000-30000];score_bucket_range=[4-5];,2
containsAds=0;rating_bucket_range=[0-10000];score_bucket_range=[3-4];,16
containsAds=0;rating_bucket_range=[0-10000];score_bucket_range=[1-2];,3
year_bucket_range=[2014-2015];install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,2
year_bucket_range=[2014-2015];install_bucket_range=[0-100000];price_bucket_range=[0-5];,8
year_bucket_range=[2012-2013];install_bucket_range=[0-100000];price_bucket_range=[0-5];,2
year_bucket_range=[2016-2017];install_bucket_range=[0-100000];price_bucket_range=[0-5];,118
year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];price_bucket_range=[0-5];,17
year_bucket_range=[2016-2017];install_bucket_range=[500000-600000];price_bucket_range=[0-5];,3
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];price_bucket_range=[0-5];,813
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];price_bucket_range=[0-5];,40
year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];price_bucket_range=[0-5];,5
year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,9
year_bucket_range=[2018-2019];install_bucket_range=[5000000-5100000];price_bucket_range=[0-5];,3
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];price_bucket_range=[0-5];,873
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];price_bucket_range=[0-5];,2018
year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];price_bucket_range=[0-5];,20
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];price_bucket_range=[10-15];,2
year_bucket_range=[2020-2021];install_bucket_range=[1000000-1100000];price_bucket_range=[0-5];,2
year_bucket_range=[2020-2021];install_bucket_range=[500000-600000];price_bucket_range=[0-5];,2
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];price_bucket_range=[15-20];,3
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];price_bucket_range=[5-10];,15
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];price_bucket_range=[5-10];,2
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];price_bucket_range=[5-10];,5
year_bucket_range=[2014-2015];install_bucket_range=[100000-200000];price_bucket_range=[0-5];,3
year_bucket_range=[2014-2015];install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,10
year_bucket_range=[2012-2013];install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,2
year_bucket_range=[2016-2017];install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,119
year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,17
year_bucket_range=[2016-2017];install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,2
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,822
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,39
year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];rating_bucket_range=[0-10000];,7
year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,4
year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];rating_bucket_range=[10000-20000];,2
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,894
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];rating_bucket_range=[0-10000];,2022
year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,20
year_bucket_range=[2020-2021];install_bucket_range=[500000-600000];rating_bucket_range=[0-10000];,2
year_bucket_range=[2014-2015];install_bucket_range=[100000-200000];rating_bucket_range=[0-10000];,3
year_bucket_range=[2014-2015];install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,2
year_bucket_range=[2014-2015];install_bucket_range=[0-100000];score_bucket_range=[4-5];,2
year_bucket_range=[2014-2015];install_bucket_range=[0-100000];score_bucket_range=[0-1];,7
year_bucket_range=[2016-2017];install_bucket_range=[0-100000];score_bucket_range=[0-1];,98
year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];score_bucket_range=[3-4];,4
year_bucket_range=[2016-2017];install_bucket_range=[0-100000];score_bucket_range=[4-5];,11
year_bucket_range=[2016-2017];install_bucket_range=[0-100000];score_bucket_range=[3-4];,6
year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];score_bucket_range=[4-5];,9
year_bucket_range=[2016-2017];install_bucket_range=[0-100000];score_bucket_range=[2-3];,3
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];score_bucket_range=[0-1];,734
year_bucket_range=[2016-2017];install_bucket_range=[500000-600000];score_bucket_range=[4-5];,2
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];score_bucket_range=[3-4];,17
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];score_bucket_range=[3-4];,9
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];score_bucket_range=[1-2];,5
year_bucket_range=[2018-2019];install_bucket_range=[500000-600000];score_bucket_range=[4-5];,4
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];score_bucket_range=[2-3];,4
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];score_bucket_range=[0-1];,18
year_bucket_range=[2018-2019];install_bucket_range=[0-100000];score_bucket_range=[4-5];,62
year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,6
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];score_bucket_range=[4-5];,8
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];score_bucket_range=[2-3];,3
year_bucket_range=[2018-2019];install_bucket_range=[5000000-5100000];score_bucket_range=[4-5];,3
year_bucket_range=[2018-2019];install_bucket_range=[100000-200000];score_bucket_range=[1-2];,2
year_bucket_range=[2018-2019];install_bucket_range=[1000000-1100000];score_bucket_range=[3-4];,3
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];score_bucket_range=[0-1];,856
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];score_bucket_range=[0-1];,1993
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];score_bucket_range=[4-5];,20
year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];score_bucket_range=[2-3];,3
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];score_bucket_range=[1-2];,2
year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];score_bucket_range=[4-5];,9
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];score_bucket_range=[2-3];,4
year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];score_bucket_range=[0-1];,6
year_bucket_range=[2020-2021];install_bucket_range=[0-100000];score_bucket_range=[3-4];,12
year_bucket_range=[2020-2021];install_bucket_range=[100000-200000];score_bucket_range=[3-4];,2
year_bucket_range=[2020-2021];install_bucket_range=[1000000-1100000];score_bucket_range=[4-5];,2
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];score_bucket_range=[4-5];,21
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];score_bucket_range=[3-4];,5
year_bucket_range=[2022-2023];install_bucket_range=[0-100000];score_bucket_range=[1-2];,2
year_bucket_range=[2016-2017];install_bucket_range=[100000-200000];score_bucket_range=[0-1];,4
year_bucket_range=[2014-2015];install_bucket_range=[100000-200000];score_bucket_range=[0-1];,3
year_bucket_range=[2012-2013];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,4
year_bucket_range=[2014-2015];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,11
year_bucket_range=[2016-2017];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,139
year_bucket_range=[2018-2019];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,863
year_bucket_range=[2018-2019];price_bucket_range=[0-5];rating_bucket_range=[10000-20000];,4
year_bucket_range=[2020-2021];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,895
year_bucket_range=[2022-2023];price_bucket_range=[0-5];rating_bucket_range=[0-10000];,2019
year_bucket_range=[2020-2021];price_bucket_range=[10-15];rating_bucket_range=[0-10000];,2
year_bucket_range=[2020-2021];price_bucket_range=[15-20];rating_bucket_range=[0-10000];,3
year_bucket_range=[2020-2021];price_bucket_range=[5-10];rating_bucket_range=[0-10000];,15
